tech,type,n,chunksize,unique_vals,ncolumns,time,gctime,memory,allocs
dask,reduce_var_all,1000000,1000000,1000,4,1.6471429999999997e8,0.0,0,0
dask,reduce_var_all,10000000,1000000,1000,4,5.09941e8,0.0,0,0
dask,reduce_var_all,100000000,1000000,1000,4,4.0124661e9,0.0,0,0
dask,reduce_var_all,500000000,1000000,1000,4,2.36565819e10,0.0,0,0
dask,reduce_var_all,1000000000,1000000,1000,4,8.10161221e10,0.0,0,0
dataframesjl,reduce_var_all,1000000,1000000,1000,4,8.3328e6,0.0,13728,277
dataframesjl,reduce_var_all,10000000,1000000,1000,4,8.25051e7,0.0,13728,277
dataframesjl,reduce_var_all,100000000,1000000,1000,4,8.357511e8,0.0,13728,277
dataframesjl,reduce_var_all,500000000,1000000,1000,4,4.2094282e9,0.0,13728,277
dataframesjl,reduce_var_all,1000000000,1000000,1000,4,9.9491908e9,0.0,13728,277
dtable,reduce_var_all,1000000,1000000,1000,4,1.13861e7,0.0,1097360,21377
dtable,reduce_var_all,10000000,1000000,1000,4,2.3102e7,0.0,2055696,41805
dtable,reduce_var_all,100000000,1000000,1000,4,1.709038e8,0.0,16013728,251912
dtable,reduce_var_all,500000000,1000000,1000,4,8.718195e8,1.06609e7,77766816,1259004
dtable,reduce_var_all,1000000000,1000000,1000,4,1.8200351e9,4.67153e7,161481232,2659326
