tech,type,n,chunksize,unique_vals,ncolumns,time,gctime,memory,allocs
dask,filter_half,1000000,10000000,10000,4,4.4901299999999814e7,0.0,0,0
dask,filter_half,10000000,10000000,10000,4,1.892377999999999e8,0.0,0,0
dask,filter_half,100000000,10000000,10000,4,1.2784652000000002e9,0.0,0,0
dask,filter_half,500000000,10000000,10000,4,8.160890500000001e9,0.0,0,0
dataframesjl,filter_half,1000000,10000000,10000,4,1.037628e8,391800.0,75305168,3948371
dataframesjl,filter_half,10000000,10000000,10000,4,1.0641816e9,4.15306e7,753080848,39487866
dataframesjl,filter_half,100000000,10000000,10000,4,8.9360415e9,6.95196e7,7530601680,394878142
dataframesjl,filter_half,500000000,10000000,10000,4,4.57070322e10,3.612174e8,37652761424,1974397697
dataframesjl,filter_half,1000000000,10000000,10000,4,1.449543281e11,9.874836e8,75305644480,3948810536
dtable,filter_half,1000000,10000000,10000,4,6.30075e7,0.0,44434384,1951197
dtable,filter_half,10000000,10000000,10000,4,6.152543e8,2.18135e7,468709936,19490951
dtable,filter_half,100000000,10000000,10000,4,4.1211964e9,8.085691e8,4571863288,194902364
dtable,filter_half,500000000,10000000,10000,4,2.05009775e10,4.6346878e9,22537417160,974599318
dtable,filter_half,1000000000,10000000,10000,4,4.34135212e10,1.23823571e10,40383122640,1949353004
