tech,type,n,chunksize,unique_vals,ncolumns,time,gctime,memory,allocs
dask,increment_map,1000000,10000000,10000,4,1.66767000000001e7,0.0,0,0
dask,increment_map,10000000,10000000,10000,4,3.580939999999977e7,0.0,0,0
dask,increment_map,100000000,10000000,10000,4,1.5855890000000006e8,0.0,0,0
dask,increment_map,500000000,10000000,10000,4,7.862057999999994e8,0.0,0,0
dask,increment_map,1000000000,10000000,10000,4,3.473932890000001e10,0.0,0,0
dataframesjl,increment_map,1000000,10000000,10000,4,1.0534e6,0.0,8004920,90
dataframesjl,increment_map,10000000,10000000,10000,4,9.0293e6,0.0,80004920,90
dataframesjl,increment_map,100000000,10000000,10000,4,8.63867e7,0.0,800004920,90
dataframesjl,increment_map,500000000,10000000,10000,4,4.317884e8,158700.0,4000004920,90
dataframesjl,increment_map,1000000000,10000000,10000,4,1.1860786e9,189500.0,8000004920,90
dtable,increment_map,1000000,10000000,10000,4,1.9585e6,0.0,8083248,1622
dtable,increment_map,10000000,10000000,10000,4,1.51986e7,0.0,80083248,1622
dtable,increment_map,100000000,10000000,10000,4,2.631782e8,0.0,806907376,120864
dtable,increment_map,500000000,10000000,10000,4,2.2098405e9,1.4416317e9,4004597248,91502
dtable,increment_map,1000000000,10000000,10000,4,5.1876721e9,3.691702e9,8009639872,193146
