tech,type,n,chunksize,unique_vals,ncolumns,time,gctime,memory,allocs
dask,groupby_reduce_mean_all,1000000,1000000,1000,4,9.4074963e9,0.0,0,0
dask,groupby_reduce_mean_all,10000000,1000000,1000,4,1.6376472900000004e10,0.0,0,0
dask,groupby_reduce_mean_all,100000000,1000000,1000,4,8.964383579999998e10,0.0,0,0
dataframesjl,groupby_reduce_mean_all,1000000,1000000,1000,4,6.3056e6,0.0,16319256,5907
dataframesjl,groupby_reduce_mean_all,10000000,1000000,1000,4,1.095514e8,0.0,160319032,5900
dataframesjl,groupby_reduce_mean_all,100000000,1000000,1000,4,1.1192435e9,608500.0,1600318872,5895
dataframesjl,groupby_reduce_mean_all,500000000,1000000,1000,4,6.2188472e9,932600.0,8000319288,5908
dataframesjl,groupby_reduce_mean_all,1000000000,1000000,1000,4,8.33716667e10,2.643908e8,16000318776,5892
dtable,groupby_reduce_mean_all,1000000,1000000,1000,4,4.564492e8,3.07175e7,396540338,4540631
dtable,groupby_reduce_mean_all,10000000,1000000,1000,4,1.6181565e9,5.228067e8,2773060464,26458747
dtable,groupby_reduce_mean_all,100000000,1000000,1000,4,3.12752984e10,2.02595706e10,25138593688,224752157
dtable,groupby_reduce_mean_all,500000000,1000000,1000,4,3.67958461e11,2.754358604e11,124327199488,1105408884
dtable,groupby_reduce_mean_all,1000000000,1000000,1000,4,3.153115012e12,2.6859138653e12,256898532288,2387253563
