tech,type,n,chunksize,unique_vals,ncolumns,time,gctime,memory,allocs
dask,groupby_single_col,1000000,10000000,10000,4,3.475268490000002e10,0.0,0,0
dask,groupby_single_col,10000000,10000000,10000,4,3.644439149999999e10,0.0,0,0
dask,groupby_single_col,100000000,10000000,10000,4,1.0529645450000002e11,0.0,0,0
dataframesjl,groupby_single_col,1000000,10000000,10000,4,835900.0,0.0,8188504,305
dataframesjl,groupby_single_col,10000000,10000000,10000,4,6.516e6,0.0,80188504,305
dataframesjl,groupby_single_col,100000000,10000000,10000,4,6.59004e7,0.0,800188440,303
dataframesjl,groupby_single_col,500000000,10000000,10000,4,3.733718e8,136500.0,4000188504,305
dataframesjl,groupby_single_col,1000000000,10000000,10000,4,9.483752e8,371100.0,8000188472,304
dtable,groupby_single_col,1000000,10000000,10000,4,3.712373e8,3.48549e7,321614770,4171122
dtable,groupby_single_col,10000000,10000000,10000,4,2.7620173e9,5.149409e8,2485777893,22155509
dtable,groupby_single_col,100000000,10000000,10000,4,8.36635316e10,5.05758804e10,26429731933,246536700
dtable,groupby_single_col,500000000,10000000,10000,4,1.0887757526e12,6.099015701e11,130385416133,1225810244
dtable,groupby_single_col,1000000000,10000000,10000,4,3.1877269323e12,2.0057595157e12,258584388901,2404524442
