tech,type,n,chunksize,unique_vals,ncolumns,time,gctime,memory,allocs
dask,reduce_var_single,1000000,1000000,10000,4,3.6118699999999836e7,0.0,0,0
dask,reduce_var_single,10000000,1000000,10000,4,9.639379999999997e7,0.0,0,0
dask,reduce_var_single,100000000,1000000,10000,4,1.0016855000000007e9,0.0,0,0
dask,reduce_var_single,500000000,1000000,10000,4,4.404145e9,0.0,0,0
dataframesjl,reduce_var_single,1000000,1000000,10000,4,2.115e6,0.0,4856,85
dataframesjl,reduce_var_single,10000000,1000000,10000,4,2.06763e7,0.0,4856,85
dataframesjl,reduce_var_single,100000000,1000000,10000,4,2.061852e8,0.0,4856,85
dataframesjl,reduce_var_single,500000000,1000000,10000,4,1.0318884e9,0.0,4856,85
dataframesjl,reduce_var_single,1000000000,1000000,10000,4,2.062141e9,0.0,4856,85
dtable,reduce_var_single,1000000,1000000,10000,4,3.6638e6,0.0,544272,10526
dtable,reduce_var_single,10000000,1000000,10000,4,8.1784e6,0.0,1416816,28589
dtable,reduce_var_single,100000000,1000000,10000,4,5.90636e7,0.0,13399344,203912
dtable,reduce_var_single,500000000,1000000,10000,4,3.112183e8,1.21367e7,69355888,1059568
dtable,reduce_var_single,1000000000,1000000,10000,4,6.587667e8,3.60764e7,135773664,2133107
