tech,type,n,chunksize,unique_vals,ncolumns,time,gctime,memory,allocs
dask,increment_map,1000000000,10000000,1000,4,56309853400.0,0,0,0
dask,filter_half,1000000000,10000000,1000,4,81331469599.99998,0,0,0
dask,reduce_var_all,1000000000,10000000,1000,4,80527219500.0,0,0,0
dask,reduce_var_single,1000000000,10000000,1000,4,51272925799.99999,0,0,0
dask,groupby_reduce_mean_all,1000000000,10000000,1000,4,2208694261400.0,0,0,0
dask,groupby_single_col,1000000000,10000000,1000,4,817489429299.9998,0,0,0
dask,grouped_reduce_mean_singlecol,1000000000,10000000,1000,4,110727466499.99998,0,0,0
dask,grouped_reduce_mean_allcols,1000000000,10000000,1000,4,154305338700.0,0,0,0
