tech,type,n,chunksize,unique_vals,ncolumns,time,gctime,memory,allocs
dtable,increment_map,100000000,1000000,10000,4,9.79747e7,0.0,808111312,162757
dtable,filter_half,100000000,1000000,10000,4,3.75638e9,4.67778e8,4443499360,195102499
dtable,reduce_var_all,100000000,1000000,10000,4,1.697468e8,0.0,16028688,252368
dtable,reduce_var_single,100000000,1000000,10000,4,5.90636e7,0.0,13399344,203912
dtable,groupby_reduce_mean_all,100000000,1000000,10000,4,5.09617934e10,3.05211735e10,33115645280,412109729
