tech,type,n,chunksize,unique_vals,ncolumns,time,gctime,memory,allocs
dask,increment_map,100000000,1000000,1000,4,228564599.99999988,0,0,0
dask,filter_half,100000000,1000000,1000,4,1419470800.0,0,0,0
dask,reduce_var_all,100000000,1000000,1000,4,4186630499.9999995,0,0,0
dask,reduce_var_single,100000000,1000000,1000,4,927919300.000001,0,0,0
dask,groupby_reduce_mean_all,100000000,1000000,1000,4,89643835799.99998,0,0,0
dask,groupby_single_col,100000000,1000000,1000,4,75864927299.99998,0,0,0
dask,grouped_reduce_mean_singlecol,100000000,1000000,1000,4,5262327599.999991,0,0,0
dask,grouped_reduce_mean_allcols,100000000,1000000,1000,4,13379367800.000011,0,0,0
