tech,type,n,chunksize,unique_vals,ncolumns,time,gctime,memory,allocs
dataframesjl,increment_map,500000000,1000000,1000,4,4.533834e8,237100.0,4000004920,90
dataframesjl,filter_half,500000000,1000000,1000,4,4.32337709e10,2.482612e8,25966447760,1243997116
dataframesjl,reduce_var_all,500000000,1000000,1000,4,5.768137e8,0.0,13632,277
dataframesjl,reduce_var_single,500000000,1000000,1000,4,1.374987e8,0.0,4832,85
dataframesjl,groupby_reduce_mean_all,500000000,1000000,1000,4,1.0609509e9,292000.0,4000145160,750
dataframesjl,groupby_single_col,500000000,1000000,1000,4,3.262361e8,249100.0,4000043064,304
dataframesjl,grouped_reduce_mean_singlecol,500000000,1000000,1000,4,3.322596e8,0.0,43392,247
dataframesjl,grouped_reduce_mean_allcols,500000000,1000000,1000,4,3.661622e8,0.0,102192,450
