tech,type,n,chunksize,unique_vals,ncolumns,time,gctime,memory,allocs
dask,increment_map,500000000,10000000,1000,4,719710900.0000004,0,0,0
dask,filter_half,500000000,10000000,1000,4,8844432800.0,0,0,0
dask,reduce_var_all,500000000,10000000,1000,4,26473262800.0,0,0,0
dask,reduce_var_single,500000000,10000000,1000,4,4566260700.000001,0,0,0
dask,groupby_single_col,500000000,10000000,1000,4,271045938499.99997,0,0,0
dask,grouped_reduce_mean_singlecol,500000000,10000000,1000,4,20312879399.999985,0,0,0
dask,grouped_reduce_mean_allcols,500000000,10000000,1000,4,34811592600.00004,0,0,0
