tech,type,n,chunksize,unique_vals,ncolumns,time,gctime,memory,allocs
dask,increment_map,1000000,10000000,10000,4,17515200.000000063,0,0,0
dask,filter_half,1000000,10000000,10000,4,46368800.00000021,0,0,0
dask,reduce_var_all,1000000,10000000,10000,4,159777200.00000018,0,0,0
dask,reduce_var_single,1000000,10000000,10000,4,35414700.00000002,0,0,0
dask,groupby_reduce_mean_all,1000000,10000000,10000,4,97242258499.99998,0,0,0
dask,groupby_single_col,1000000,10000000,10000,4,34752684900.00002,0,0,0
dask,grouped_reduce_mean_singlecol,1000000,10000000,10000,4,33987728500.000004,0,0,0
dask,grouped_reduce_mean_allcols,1000000,10000000,10000,4,65218781699.99996,0,0,0
