tech,type,n,chunksize,unique_vals,ncolumns,time,gctime,memory,allocs
dtable,increment_map,1000000000,10000000,10000,4,5.1876721e9,3.691702e9,8009639872,193146
dtable,filter_half,1000000000,10000000,10000,4,4.35583491e10,1.15057561e10,42734518908,1949353733
dtable,reduce_var_all,1000000000,10000000,10000,4,1.5790877e9,0.0,17286544,283770
dtable,reduce_var_single,1000000000,10000000,10000,4,3.883171e8,0.0,14367408,225756
dtable,groupby_reduce_mean_all,1000000000,10000000,10000,4,3.1536503751e12,1.7929909418e12,272931937778,2720964115
