tech,type,n,chunksize,unique_vals,ncolumns,time,gctime,memory,allocs
dtable,increment_map,100000000,1000000,1000,4,2.175491e8,7.96168e7,816280976,287417
dtable,filter_half,100000000,1000000,1000,4,2.7013792e9,2.058454e8,2106354320,49011534
dtable,reduce_var_all,100000000,1000000,1000,4,1.774945e8,0.0,16032768,252532
dtable,reduce_var_single,100000000,1000000,1000,4,6.11831e7,0.0,13703744,209696
dtable,groupby_reduce_mean_all,100000000,1000000,1000,4,3.12752984e10,2.02595706e10,25138593688,224752157
