tech,type,n,chunksize,unique_vals,ncolumns,time,gctime,memory,allocs
dataframesjl,increment_map,1000000000,10000000,1000,4,1.2182886e9,188300.0,8000004920,90
dataframesjl,filter_half,1000000000,10000000,1000,4,1.319956462e11,4.779014e8,51932839760,2488019340
dataframesjl,reduce_var_all,1000000000,10000000,1000,4,1.2772723e9,0.0,13632,277
dataframesjl,reduce_var_single,1000000000,10000000,1000,4,3.08909e8,0.0,4832,85
dataframesjl,groupby_reduce_mean_all,1000000000,10000000,1000,4,4.05494096e10,136600.0,8000145224,752
dataframesjl,groupby_single_col,1000000000,10000000,1000,4,9.609633e8,328000.0,8000043192,308
dataframesjl,grouped_reduce_mean_singlecol,1000000000,10000000,1000,4,7.377813e8,0.0,43392,247
dataframesjl,grouped_reduce_mean_allcols,1000000000,10000000,1000,4,1.4437593e9,0.0,102224,451
